설문 답변 일련번호,설문 문제 일련번호,설문 답변자 고유번호,설문 답변 내용,답변 등록 일시
QSTNN_ANSR_CONNO,QSTNN_QUSTN_CONNO,QSTNN_ANSRR_IDNO,QSTNN_ANSR_CONT,ANSR_RGSTN_DTM
653,46,19,만족,2019-12-12 5:05
691,46,20,만족,2019-12-12 5:05
729,46,21,매우 만족,2019-12-12 5:05
767,46,22,매우 만족,2019-12-12 5:05
805,46,23,만족,2019-12-12 5:05
843,46,24,매우 만족,2019-12-12 5:05
881,46,25,만족,2019-12-12 5:05
919,46,26,보통,2019-12-12 5:05
425,47,13,만족,2019-12-12 5:05
464,47,14,매우 만족,2019-12-12 5:05
502,47,15,,2019-12-12 5:05
540,47,16,,2019-12-12 5:05
578,47,17,보통,2019-12-12 5:05
616,47,18,만족,2019-12-12 5:05
654,47,19,만족,2019-12-12 5:05
692,47,20,만족,2019-12-12 5:05
730,47,21,매우 만족,2019-12-12 5:05
768,47,22,매우 만족,2019-12-12 5:05
806,47,23,매우 만족,2019-12-12 5:05
844,47,24,매우 만족,2019-12-12 5:05
882,47,25,만족,2019-12-12 5:05
920,47,26,만족,2019-12-12 5:05
426,48,13,만족,2019-12-12 5:05
465,48,14,매우 만족,2019-12-12 5:05
503,48,15,매우 만족,2019-12-12 5:05
541,48,16,매우 만족,2019-12-12 5:05
579,48,17,만족,2019-12-12 5:05
617,48,18,매우 만족,2019-12-12 5:05
655,48,19,매우 만족,2019-12-12 5:05
693,48,20,만족,2019-12-12 5:05
731,48,21,매우 만족,2019-12-12 5:05
769,48,22,매우 만족,2019-12-12 5:05
807,48,23,매우 만족,2019-12-12 5:05
845,48,24,매우 만족,2019-12-12 5:05
883,48,25,매우 만족,2019-12-12 5:05
921,48,26,매우 만족,2019-12-12 5:05
427,49,13,만족,2019-12-12 5:05
466,49,14,매우 만족,2019-12-12 5:05
504,49,15,만족,2019-12-12 5:05
542,49,16,매우 만족,2019-12-12 5:05
580,49,17,만족,2019-12-12 5:05
618,49,18,매우 만족,2019-12-12 5:05
656,49,19,매우 만족,2019-12-12 5:05
694,49,20,만족,2019-12-12 5:05
732,49,21,매우 만족,2019-12-12 5:05
770,49,22,매우 만족,2019-12-12 5:05
808,49,23,만족,2019-12-12 5:05
846,49,24,매우 만족,2019-12-12 5:05
884,49,25,매우 만족,2019-12-12 5:05
922,49,26,만족,2019-12-12 5:05
428,50,13,만족,2019-12-12 5:05
467,50,14,매우 만족,2019-12-12 5:05
505,50,15,만족,2019-12-12 5:05
543,50,16,매우 만족,2019-12-12 5:05
581,50,17,만족,2019-12-12 5:05
619,50,18,매우 만족,2019-12-12 5:05
657,50,19,매우 만족,2019-12-12 5:05
695,50,20,만족,2019-12-12 5:05
733,50,21,매우 만족,2019-12-12 5:05
771,50,22,매우 만족,2019-12-12 5:05
809,50,23,매우 만족,2019-12-12 5:05
847,50,24,매우 만족,2019-12-12 5:05
885,50,25,매우 만족,2019-12-12 5:05
923,50,26,만족,2019-12-12 5:05
429,51,13,만족,2019-12-12 5:05
468,51,14,만족,2019-12-12 5:05
506,51,15,매우 만족,2019-12-12 5:05
544,51,16,매우 만족,2019-12-12 5:05
582,51,17,만족,2019-12-12 5:05
620,51,18,매우 만족,2019-12-12 5:05
658,51,19,매우 만족,2019-12-12 5:05
696,51,20,만족,2019-12-12 5:05
734,51,21,매우 만족,2019-12-12 5:05
772,51,22,매우 만족,2019-12-12 5:05
810,51,23,매우 만족,2019-12-12 5:05
848,51,24,매우 만족,2019-12-12 5:05
886,51,25,매우 만족,2019-12-12 5:05
924,51,26,매우 만족,2019-12-12 5:05
430,52,13,만족,2019-12-12 5:05
469,52,14,만족,2019-12-12 5:05
507,52,15,만족,2019-12-12 5:05
545,52,16,매우 만족,2019-12-12 5:05
583,52,17,만족,2019-12-12 5:05
621,52,18,매우 만족,2019-12-12 5:05
659,52,19,매우 만족,2019-12-12 5:05
697,52,20,매우 만족,2019-12-12 5:05
735,52,21,매우 만족,2019-12-12 5:05
773,52,22,매우 만족,2019-12-12 5:05
811,52,23,매우 만족,2019-12-12 5:05
849,52,24,매우 만족,2019-12-12 5:05
887,52,25,만족,2019-12-12 5:05
925,52,26,만족,2019-12-12 5:05
431,53,13,만족,2019-12-12 5:05
470,53,14,매우 만족,2019-12-12 5:05
508,53,15,만족,2019-12-12 5:05
546,53,16,매우 만족,2019-12-12 5:05
584,53,17,만족,2019-12-12 5:05
622,53,18,매우 만족,2019-12-12 5:05
660,53,19,매우 만족,2019-12-12 5:05
698,53,20,매우 만족,2019-12-12 5:05
736,53,21,매우 만족,2019-12-12 5:05
774,53,22,매우 만족,2019-12-12 5:05
812,53,23,만족,2019-12-12 5:05
850,53,24,매우 만족,2019-12-12 5:05
888,53,25,만족,2019-12-12 5:05
926,53,26,매우 만족,2019-12-12 5:05
432,54,13,만족,2019-12-12 5:05
471,54,14,매우 만족,2019-12-12 5:05
509,54,15,만족,2019-12-12 5:05
547,54,16,매우 만족,2019-12-12 5:05
585,54,17,만족,2019-12-12 5:05
623,54,18,매우 만족,2019-12-12 5:05
661,54,19,매우 만족,2019-12-12 5:05
699,54,20,만족,2019-12-12 5:05
737,54,21,매우 만족,2019-12-12 5:05
775,54,22,매우 만족,2019-12-12 5:05
813,54,23,매우 만족,2019-12-12 5:05
851,54,24,만족,2019-12-12 5:05
889,54,25,매우 만족,2019-12-12 5:05
927,54,26,매우 만족,2019-12-12 5:05
433,55,13,만족,2019-12-12 5:05
472,55,14,매우 만족,2019-12-12 5:05
510,55,15,만족,2019-12-12 5:05
548,55,16,매우 만족,2019-12-12 5:05
586,55,17,만족,2019-12-12 5:05
624,55,18,매우 만족,2019-12-12 5:05
662,55,19,매우 만족,2019-12-12 5:05
700,55,20,매우 만족,2019-12-12 5:05
738,55,21,매우 만족,2019-12-12 5:05
776,55,22,매우 만족,2019-12-12 5:05
814,55,23,매우 만족,2019-12-12 5:05
852,55,24,매우 만족,2019-12-12 5:05
890,55,25,만족,2019-12-12 5:05
928,55,26,만족,2019-12-12 5:05
434,56,13,보통,2019-12-12 5:05
473,56,14,만족,2019-12-12 5:05
511,56,15,만족,2019-12-12 5:05
549,56,16,매우 만족,2019-12-12 5:05
587,56,17,만족,2019-12-12 5:05
625,56,18,매우 만족,2019-12-12 5:05
663,56,19,만족,2019-12-12 5:05
701,56,20,만족,2019-12-12 5:05
739,56,21,매우 만족,2019-12-12 5:05
777,56,22,만족,2019-12-12 5:05
815,56,23,보통,2019-12-12 5:05
853,56,24,만족,2019-12-12 5:05
891,56,25,보통,2019-12-12 5:05
929,56,26,매우 만족,2019-12-12 5:05
435,57,13,만족,2019-12-12 5:05
474,57,14,만족,2019-12-12 5:05
512,57,15,매우 만족,2019-12-12 5:05
550,57,16,매우 만족,2019-12-12 5:05
588,57,17,만족,2019-12-12 5:05
626,57,18,매우 만족,2019-12-12 5:05
664,57,19,만족,2019-12-12 5:05
702,57,20,매우 만족,2019-12-12 5:05
740,57,21,매우 만족,2019-12-12 5:05
778,57,22,매우 만족,2019-12-12 5:05
816,57,23,매우 만족,2019-12-12 5:05
854,57,24,만족,2019-12-12 5:05
892,57,25,매우 만족,2019-12-12 5:05
930,57,26,매우 만족,2019-12-12 5:05
436,58,13,만족,2019-12-12 5:05
475,58,14,만족,2019-12-12 5:05
513,58,15,매우 만족,2019-12-12 5:05
551,58,16,매우 만족,2019-12-12 5:05
589,58,17,만족,2019-12-12 5:05
627,58,18,매우 만족,2019-12-12 5:05
665,58,19,만족,2019-12-12 5:05
703,58,20,매우 만족,2019-12-12 5:05
741,58,21,매우 만족,2019-12-12 5:05
779,58,22,매우 만족,2019-12-12 5:05
817,58,23,매우 만족,2019-12-12 5:05
855,58,24,매우 만족,2019-12-12 5:05
893,58,25,매우 만족,2019-12-12 5:05
931,58,26,매우 만족,2019-12-12 5:05
437,59,13,만족,2019-12-12 5:05
476,59,14,보통,2019-12-12 5:05
514,59,15,만족,2019-12-12 5:05
552,59,16,매우 만족,2019-12-12 5:05
590,59,17,만족,2019-12-12 5:05
628,59,18,매우 만족,2019-12-12 5:05
666,59,19,보통,2019-12-12 5:05
704,59,20,만족,2019-12-12 5:05
742,59,21,매우 만족,2019-12-12 5:05
780,59,22,매우 만족,2019-12-12 5:05
818,59,23,매우 만족,2019-12-12 5:05
856,59,24,매우 만족,2019-12-12 5:05
894,59,25,매우 만족,2019-12-12 5:05
932,59,26,매우 만족,2019-12-12 5:05
438,60,13,만족,2019-12-12 5:05
477,60,14,만족,2019-12-12 5:05
515,60,15,만족,2019-12-12 5:05
553,60,16,매우 만족,2019-12-12 5:05
591,60,17,만족,2019-12-12 5:05
629,60,18,만족,2019-12-12 5:05
667,60,19,만족,2019-12-12 5:05
705,60,20,만족,2019-12-12 5:05
743,60,21,매우 만족,2019-12-12 5:05
781,60,22,매우 만족,2019-12-12 5:05
819,60,23,매우 만족,2019-12-12 5:05
857,60,24,만족,2019-12-12 5:05
895,60,25,매우 만족,2019-12-12 5:05
933,60,26,매우 만족,2019-12-12 5:05
439,61,13,만족,2019-12-12 5:05
478,61,14,만족,2019-12-12 5:05
516,61,15,만족,2019-12-12 5:05
554,61,16,매우 만족,2019-12-12 5:05
592,61,17,매우 불만족,2019-12-12 5:05
630,61,18,만족,2019-12-12 5:05
668,61,19,만족,2019-12-12 5:05
706,61,20,매우 만족,2019-12-12 5:05
744,61,21,매우 만족,2019-12-12 5:05
782,61,22,매우 만족,2019-12-12 5:05
820,61,23,만족,2019-12-12 5:05
858,61,24,만족,2019-12-12 5:05
896,61,25,만족,2019-12-12 5:05
934,61,26,매우 만족,2019-12-12 5:05
440,62,13,보통,2019-12-12 5:05
479,62,14,만족,2019-12-12 5:05
517,62,15,만족,2019-12-12 5:05
555,62,16,만족,2019-12-12 5:05
593,62,17,불만족,2019-12-12 5:05
631,62,18,만족,2019-12-12 5:05
669,62,19,보통,2019-12-12 5:05
707,62,20,만족,2019-12-12 5:05
745,62,21,보통,2019-12-12 5:05
783,62,22,매우 만족,2019-12-12 5:05
821,62,23,만족,2019-12-12 5:05
859,62,24,만족,2019-12-12 5:05
897,62,25,보통,2019-12-12 5:05
935,62,26,매우 만족,2019-12-12 5:05
441,63,13,보통,2019-12-12 5:05
480,63,14,보통,2019-12-12 5:05
518,63,15,만족,2019-12-12 5:05
556,63,16,만족,2019-12-12 5:05
594,63,17,,2019-12-12 5:05
632,63,18,보통,2019-12-12 5:05
670,63,19,보통,2019-12-12 5:05
708,63,20,만족,2019-12-12 5:05
746,63,21,만족,2019-12-12 5:05
784,63,22,매우 만족,2019-12-12 5:05
822,63,23,만족,2019-12-12 5:05
860,63,24,만족,2019-12-12 5:05
898,63,25,보통,2019-12-12 5:05
936,63,26,매우 만족,2019-12-12 5:05
443,64,13,만족,2019-12-12 5:05
481,64,14,만족,2019-12-12 5:05
519,64,15,만족,2019-12-12 5:05
557,64,16,매우 만족,2019-12-12 5:05
595,64,17,보통,2019-12-12 5:05
633,64,18,매우 만족,2019-12-12 5:05
671,64,19,만족,2019-12-12 5:05
709,64,20,만족,2019-12-12 5:05
747,64,21,매우 만족,2019-12-12 5:05
785,64,22,매우 만족,2019-12-12 5:05
823,64,23,매우 만족,2019-12-12 5:05
861,64,24,매우 만족,2019-12-12 5:05
899,64,25,만족,2019-12-12 5:05
937,64,26,매우 만족,2019-12-12 5:05
444,65,13,만족,2019-12-12 5:05
482,65,14,매우 만족,2019-12-12 5:05
520,65,15,만족,2019-12-12 5:05
558,65,16,매우 만족,2019-12-12 5:05
596,65,17,보통,2019-12-12 5:05
634,65,18,매우 만족,2019-12-12 5:05
672,65,19,만족,2019-12-12 5:05
710,65,20,만족,2019-12-12 5:05
748,65,21,매우 만족,2019-12-12 5:05
786,65,22,매우 만족,2019-12-12 5:05
824,65,23,매우 만족,2019-12-12 5:05
862,65,24,매우 만족,2019-12-12 5:05
900,65,25,만족,2019-12-12 5:05
938,65,26,매우 만족,2019-12-12 5:05
445,66,13,만족,2019-12-12 5:05
483,66,14,만족,2019-12-12 5:05
521,66,15,만족,2019-12-12 5:05
559,66,16,만족,2019-12-12 5:05
597,66,17,보통,2019-12-12 5:05
635,66,18,매우 만족,2019-12-12 5:05
673,66,19,만족,2019-12-12 5:05
711,66,20,만족,2019-12-12 5:05
749,66,21,매우 만족,2019-12-12 5:05
787,66,22,매우 만족,2019-12-12 5:05
825,66,23,매우 만족,2019-12-12 5:05
863,66,24,매우 만족,2019-12-12 5:05
901,66,25,만족,2019-12-12 5:05
939,66,26,매우 만족,2019-12-12 5:05
446,67,13,만족,2019-12-12 5:05
484,67,14,매우 만족,2019-12-12 5:05
522,67,15,만족,2019-12-12 5:05
560,67,16,매우 만족,2019-12-12 5:05
598,67,17,보통,2019-12-12 5:05
636,67,18,매우 만족,2019-12-12 5:05
674,67,19,매우 만족,2019-12-12 5:05
712,67,20,만족,2019-12-12 5:05
750,67,21,매우 만족,2019-12-12 5:05
788,67,22,매우 만족,2019-12-12 5:05
826,67,23,매우 만족,2019-12-12 5:05
864,67,24,매우 만족,2019-12-12 5:05
902,67,25,만족,2019-12-12 5:05
940,67,26,매우 만족,2019-12-12 5:05
447,68,13,,2019-12-12 5:05
485,68,14,,2019-12-12 5:05
523,68,15,,2019-12-12 5:05
561,68,16,,2019-12-12 5:05
599,68,17,프로그램이 좀 빡빡하게 구성되어서 오히려 부담스러웠습니다.,2019-12-12 5:05
637,68,18,,2019-12-12 5:05
675,68,19,나이트워크때 갈림길이 헥갈렸어요. 이부분이 개선됐으면 ,2019-12-12 5:05
713,68,20,국민 건강을 위한 노력에 더욱 정진해 주세요,2019-12-12 5:05
751,68,21,훌륭합니다.,2019-12-12 5:05
789,68,22,아주 쾌적하고 훌륭했다.,2019-12-12 5:05
827,68,23,프로그램 전문가 선생님들께서 친절하여 힐링하는데 많은 도움을 주었습니다.,2019-12-12 5:05
865,68,24,감사합니다.,2019-12-12 5:05
903,68,25,,2019-12-12 5:05
941,68,26,친절하게 그리고 즐겁게 운영해 주셔서 잘 쉬다 갑니다,2019-12-12 5:05
1010,69,29,여자,2019-12-12 5:05
1044,69,30,여자,2019-12-12 5:05
1078,69,31,여자,2019-12-12 5:05
1112,69,32,여자,2019-12-12 5:05
1146,69,33,남자,2019-12-12 5:05
1180,69,34,,2019-12-12 5:05
1214,69,35,여자,2019-12-12 5:05
942,69,27,여자,2019-12-12 5:05
976,69,28,여자,2019-12-12 5:05
1011,70,29,50대,2019-12-12 5:05
1045,70,30,50대,2019-12-12 5:05
1079,70,31,50대,2019-12-12 5:05
1113,70,32,10대,2019-12-12 5:05
1147,70,33,40대,2019-12-12 5:05
1181,70,34,60대이상,2019-12-12 5:05
1215,70,35,50대,2019-12-12 5:05
943,70,27,10대,2019-12-12 5:05
977,70,28,40대,2019-12-12 5:05
1012,71,29,,2019-12-12 5:05
1046,71,30,있다,2019-12-12 5:05
1080,71,31,없다,2019-12-12 5:05
1114,71,32,없다,2019-12-12 5:05
1148,71,33,없다,2019-12-12 5:05
1182,71,34,없다,2019-12-12 5:05
1216,71,35,없다,2019-12-12 5:05
944,71,27,없다,2019-12-12 5:05
978,71,28,없다,2019-12-12 5:05
1013,72,29,참가자,2019-12-12 5:05
1047,72,30,참가자,2019-12-12 5:05
1081,72,31,참가자,2019-12-12 5:05
1115,72,32,참가자,2019-12-12 5:05
1149,72,33,참가자,2019-12-12 5:05
1183,72,34,참가자,2019-12-12 5:05
1217,72,35,참가자,2019-12-12 5:05
945,72,27,참가자,2019-12-12 5:05
979,72,28,참가자,2019-12-12 5:05
1014,73,29,강원도,2019-12-12 5:05
1048,73,30,강원도,2019-12-12 5:05
1082,73,31,강원도,2019-12-12 5:05
1116,73,32,서울,2019-12-12 5:05
1150,73,33,서울,2019-12-12 5:05
1184,73,34,경상도,2019-12-12 5:05
1218,73,35,강원도,2019-12-12 5:05
946,73,27,서울,2019-12-12 5:05
980,73,28,서울,2019-12-12 5:05
1015,74,29,산림지식습득,2019-12-12 5:05
1016,74,29,인간관계돈독,2019-12-12 5:05
1017,74,29,여가시간 활용,2019-12-12 5:05
1049,74,30,건강증진,2019-12-12 5:05
1050,74,30,휴식 및 명상,2019-12-12 5:05
1051,74,30,인간관계돈독,2019-12-12 5:05
1083,74,31,산림체험활동,2019-12-12 5:05
1084,74,31,건강증진,2019-12-12 5:05
1085,74,31,여가시간 활용,2019-12-12 5:05
1117,74,32,,2019-12-12 5:05
1118,74,32,,2019-12-12 5:05
1119,74,32,,2019-12-12 5:05
1151,74,33,산림체험활동,2019-12-12 5:05
1152,74,33,건강증진,2019-12-12 5:05
1153,74,33,휴식 및 명상,2019-12-12 5:05
1185,74,34,,2019-12-12 5:05
1186,74,34,,2019-12-12 5:05
1187,74,34,,2019-12-12 5:05
1219,74,35,휴식 및 명상,2019-12-12 5:05
1220,74,35,자연경관감상,2019-12-12 5:05
1221,74,35,인간관계돈독,2019-12-12 5:05
947,74,27,산림체험활동,2019-12-12 5:05
948,74,27,휴식 및 명상,2019-12-12 5:05
949,74,27,,2019-12-12 5:05
981,74,28,,2019-12-12 5:05
982,74,28,,2019-12-12 5:05
983,74,28,,2019-12-12 5:05
1018,75,29,만족,2019-12-12 5:05
1052,75,30,매우 만족,2019-12-12 5:05
1086,75,31,매우 만족,2019-12-12 5:05
1120,75,32,매우 만족,2019-12-12 5:05
1154,75,33,매우 만족,2019-12-12 5:05
1188,75,34,보통,2019-12-12 5:05
1222,75,35,매우 만족,2019-12-12 5:05
950,75,27,매우 만족,2019-12-12 5:05
984,75,28,매우 만족,2019-12-12 5:05
1019,76,29,만족,2019-12-12 5:05
1053,76,30,매우 만족,2019-12-12 5:05
1087,76,31,매우 만족,2019-12-12 5:05
1121,76,32,매우 만족,2019-12-12 5:05
1155,76,33,매우 만족,2019-12-12 5:05
1189,76,34,매우 만족,2019-12-12 5:05
1223,76,35,매우 만족,2019-12-12 5:05
951,76,27,매우 만족,2019-12-12 5:05
985,76,28,매우 만족,2019-12-12 5:05
1020,77,29,매우 만족,2019-12-12 5:05
1054,77,30,매우 만족,2019-12-12 5:05
1088,77,31,매우 만족,2019-12-12 5:05
1122,77,32,매우 만족,2019-12-12 5:05
1156,77,33,매우 만족,2019-12-12 5:05
1190,77,34,매우 만족,2019-12-12 5:05
1224,77,35,매우 만족,2019-12-12 5:05
952,77,27,매우 만족,2019-12-12 5:05
986,77,28,매우 만족,2019-12-12 5:05
1021,78,29,만족,2019-12-12 5:05
1055,78,30,매우 만족,2019-12-12 5:05
1089,78,31,매우 만족,2019-12-12 5:05
1123,78,32,매우 만족,2019-12-12 5:05
1157,78,33,매우 만족,2019-12-12 5:05
1191,78,34,보통,2019-12-12 5:05
1225,78,35,매우 만족,2019-12-12 5:05
953,78,27,매우 만족,2019-12-12 5:05
987,78,28,매우 만족,2019-12-12 5:05
1022,79,29,만족,2019-12-12 5:05
1056,79,30,매우 만족,2019-12-12 5:05
1090,79,31,매우 만족,2019-12-12 5:05
1124,79,32,매우 만족,2019-12-12 5:05
1158,79,33,매우 만족,2019-12-12 5:05
1192,79,34,,2019-12-12 5:05
1226,79,35,매우 만족,2019-12-12 5:05
954,79,27,매우 만족,2019-12-12 5:05
988,79,28,매우 만족,2019-12-12 5:05
1023,80,29,매우 만족,2019-12-12 5:05
1057,80,30,매우 만족,2019-12-12 5:05
1091,80,31,매우 만족,2019-12-12 5:05
1125,80,32,매우 만족,2019-12-12 5:05
1159,80,33,매우 만족,2019-12-12 5:05
1193,80,34,매우 만족,2019-12-12 5:05
1227,80,35,매우 만족,2019-12-12 5:05
955,80,27,매우 만족,2019-12-12 5:05
989,80,28,매우 만족,2019-12-12 5:05
1024,81,29,매우 만족,2019-12-12 5:05
1058,81,30,매우 만족,2019-12-12 5:05
1092,81,31,매우 만족,2019-12-12 5:05
1126,81,32,매우 만족,2019-12-12 5:05
1160,81,33,매우 만족,2019-12-12 5:05
1194,81,34,,2019-12-12 5:05
1228,81,35,매우 만족,2019-12-12 5:05
956,81,27,매우 만족,2019-12-12 5:05
990,81,28,매우 만족,2019-12-12 5:05
1025,82,29,매우 만족,2019-12-12 5:05
1059,82,30,매우 만족,2019-12-12 5:05
1093,82,31,매우 만족,2019-12-12 5:05
1127,82,32,매우 만족,2019-12-12 5:05
1161,82,33,매우 만족,2019-12-12 5:05
1195,82,34,만족,2019-12-12 5:05
1229,82,35,매우 만족,2019-12-12 5:05
957,82,27,매우 만족,2019-12-12 5:05
991,82,28,매우 만족,2019-12-12 5:05
1026,83,29,매우 만족,2019-12-12 5:05
1060,83,30,매우 만족,2019-12-12 5:05
1094,83,31,매우 만족,2019-12-12 5:05
1128,83,32,매우 만족,2019-12-12 5:05
1162,83,33,매우 만족,2019-12-12 5:05
1196,83,34,만족,2019-12-12 5:05
1230,83,35,매우 만족,2019-12-12 5:05
958,83,27,매우 만족,2019-12-12 5:05
992,83,28,매우 만족,2019-12-12 5:05
1027,84,29,매우 만족,2019-12-12 5:05
1061,84,30,매우 만족,2019-12-12 5:05
1095,84,31,매우 만족,2019-12-12 5:05
1129,84,32,매우 만족,2019-12-12 5:05
1163,84,33,매우 만족,2019-12-12 5:05
1197,84,34,만족,2019-12-12 5:05
1231,84,35,매우 만족,2019-12-12 5:05
959,84,27,매우 만족,2019-12-12 5:05
993,84,28,매우 만족,2019-12-12 5:05
1028,85,29,매우 만족,2019-12-12 5:05
1062,85,30,매우 만족,2019-12-12 5:05
1096,85,31,매우 만족,2019-12-12 5:05
1130,85,32,매우 만족,2019-12-12 5:05
1164,85,33,매우 만족,2019-12-12 5:05
1198,85,34,만족,2019-12-12 5:05
1232,85,35,매우 만족,2019-12-12 5:05
960,85,27,매우 만족,2019-12-12 5:05
994,85,28,매우 만족,2019-12-12 5:05
1029,86,29,매우 만족,2019-12-12 5:05
1063,86,30,매우 만족,2019-12-12 5:05
1097,86,31,매우 만족,2019-12-12 5:05
1131,86,32,매우 만족,2019-12-12 5:05
1165,86,33,매우 만족,2019-12-12 5:05
1199,86,34,매우 만족,2019-12-12 5:05
1233,86,35,매우 만족,2019-12-12 5:05
961,86,27,매우 만족,2019-12-12 5:05
995,86,28,매우 만족,2019-12-12 5:05
1030,87,29,매우 만족,2019-12-12 5:05
1064,87,30,매우 만족,2019-12-12 5:05
1098,87,31,매우 만족,2019-12-12 5:05
1132,87,32,매우 만족,2019-12-12 5:05
1166,87,33,매우 만족,2019-12-12 5:05
1200,87,34,매우 만족,2019-12-12 5:05
1234,87,35,매우 만족,2019-12-12 5:05
962,87,27,매우 만족,2019-12-12 5:05
996,87,28,매우 만족,2019-12-12 5:05
1031,88,29,매우 만족,2019-12-12 5:05
1065,88,30,매우 만족,2019-12-12 5:05
1099,88,31,매우 만족,2019-12-12 5:05
1133,88,32,매우 만족,2019-12-12 5:05
1167,88,33,매우 만족,2019-12-12 5:05
1201,88,34,불만족,2019-12-12 5:05
1235,88,35,매우 만족,2019-12-12 5:05
963,88,27,매우 만족,2019-12-12 5:05
997,88,28,매우 만족,2019-12-12 5:05
1032,89,29,매우 만족,2019-12-12 5:05
1066,89,30,매우 만족,2019-12-12 5:05
1100,89,31,매우 만족,2019-12-12 5:05
1134,89,32,매우 만족,2019-12-12 5:05
1168,89,33,매우 만족,2019-12-12 5:05
1202,89,34,보통,2019-12-12 5:05
1236,89,35,매우 만족,2019-12-12 5:05
964,89,27,매우 만족,2019-12-12 5:05
998,89,28,매우 만족,2019-12-12 5:05
1033,90,29,매우 만족,2019-12-12 5:05
1067,90,30,매우 만족,2019-12-12 5:05
1101,90,31,매우 만족,2019-12-12 5:05
1135,90,32,매우 만족,2019-12-12 5:05
1169,90,33,매우 만족,2019-12-12 5:05
1203,90,34,매우 만족,2019-12-12 5:05
1237,90,35,매우 만족,2019-12-12 5:05
965,90,27,매우 만족,2019-12-12 5:05
999,90,28,매우 만족,2019-12-12 5:05
1000,91,28,매우 만족,2019-12-12 5:05
1034,91,29,매우 만족,2019-12-12 5:05
1068,91,30,매우 만족,2019-12-12 5:05
1102,91,31,매우 만족,2019-12-12 5:05
1136,91,32,매우 만족,2019-12-12 5:05
1170,91,33,매우 만족,2019-12-12 5:05
1204,91,34,매우 만족,2019-12-12 5:05
1238,91,35,매우 만족,2019-12-12 5:05
966,91,27,매우 만족,2019-12-12 5:05
1001,92,28,매우 만족,2019-12-12 5:05
1035,92,29,매우 만족,2019-12-12 5:05
1069,92,30,매우 만족,2019-12-12 5:05
1103,92,31,매우 만족,2019-12-12 5:05
1137,92,32,매우 만족,2019-12-12 5:05
1171,92,33,매우 만족,2019-12-12 5:05
1205,92,34,만족,2019-12-12 5:05
1239,92,35,매우 만족,2019-12-12 5:05
967,92,27,매우 만족,2019-12-12 5:05
1002,93,28,매우 만족,2019-12-12 5:05
1036,93,29,매우 만족,2019-12-12 5:05
1070,93,30,매우 만족,2019-12-12 5:05
1104,93,31,매우 만족,2019-12-12 5:05
1138,93,32,매우 만족,2019-12-12 5:05
1172,93,33,매우 만족,2019-12-12 5:05
1206,93,34,보통,2019-12-12 5:05
1240,93,35,매우 만족,2019-12-12 5:05
968,93,27,매우 만족,2019-12-12 5:05
1003,94,28,매우 만족,2019-12-12 5:05
1037,94,29,매우 만족,2019-12-12 5:05
1071,94,30,매우 만족,2019-12-12 5:05
1105,94,31,매우 만족,2019-12-12 5:05
1139,94,32,매우 만족,2019-12-12 5:05
